reasoning_id,artifact_type,artifact_id,reasoning_steps_json,evidence_json,model_name,prompt_version,confidence,created_at
REASON_A033,RECOMMENDATION,REC_A033,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": -0.1, ""managed_revenue_ratio"": 0.465, ""pending_lead_count"": 3, ""referral_conversion_rate"": 0.18, ""crm_pipeline_value"": 1455000, ""days_since_last_followup"": 17, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": -8.8, ""recommendation_acceptance_rate"": 0.59}, ""prediction_id"": ""PRED_A033"", ""opportunity_id"": ""OPP_A033"", ""memory_id"": ""MEM_A033""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A034,RECOMMENDATION,REC_A034,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": -0.2, ""managed_revenue_ratio"": 0.5, ""pending_lead_count"": 6, ""referral_conversion_rate"": 0.24, ""crm_pipeline_value"": 1490000, ""days_since_last_followup"": 26, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": -6.6, ""recommendation_acceptance_rate"": 0.67}, ""prediction_id"": ""PRED_A034"", ""opportunity_id"": ""OPP_A034"", ""memory_id"": ""MEM_A034""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A035,RECOMMENDATION,REC_A035,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": -0.3, ""managed_revenue_ratio"": 0.535, ""pending_lead_count"": 1, ""referral_conversion_rate"": 0.3, ""crm_pipeline_value"": 1525000, ""days_since_last_followup"": 35, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": -4.4, ""recommendation_acceptance_rate"": 0.75}, ""prediction_id"": ""PRED_A035"", ""opportunity_id"": ""OPP_A035"", ""memory_id"": ""MEM_A035""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A036,RECOMMENDATION,REC_A036,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": -0.4, ""managed_revenue_ratio"": 0.15, ""pending_lead_count"": 4, ""referral_conversion_rate"": 0.36, ""crm_pipeline_value"": 1560000, ""days_since_last_followup"": 44, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": -2.2, ""recommendation_acceptance_rate"": 0.35}, ""prediction_id"": ""PRED_A036"", ""opportunity_id"": ""OPP_A036"", ""memory_id"": ""MEM_A036""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A037,RECOMMENDATION,REC_A037,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": -0.5, ""managed_revenue_ratio"": 0.185, ""pending_lead_count"": 7, ""referral_conversion_rate"": 0.42, ""crm_pipeline_value"": 1595000, ""days_since_last_followup"": 53, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": 0.0, ""recommendation_acceptance_rate"": 0.43}, ""prediction_id"": ""PRED_A037"", ""opportunity_id"": ""OPP_A037"", ""memory_id"": ""MEM_A037""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A038,RECOMMENDATION,REC_A038,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": -0.6, ""managed_revenue_ratio"": 0.22, ""pending_lead_count"": 2, ""referral_conversion_rate"": 0.48, ""crm_pipeline_value"": 1630000, ""days_since_last_followup"": 62, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": 2.2, ""recommendation_acceptance_rate"": 0.51}, ""prediction_id"": ""PRED_A038"", ""opportunity_id"": ""OPP_A038"", ""memory_id"": ""MEM_A038""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A039,RECOMMENDATION,REC_A039,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": -0.7, ""managed_revenue_ratio"": 0.255, ""pending_lead_count"": 5, ""referral_conversion_rate"": 0.54, ""crm_pipeline_value"": 1665000, ""days_since_last_followup"": 1, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": 4.4, ""recommendation_acceptance_rate"": 0.59}, ""prediction_id"": ""PRED_A039"", ""opportunity_id"": ""OPP_A039"", ""memory_id"": ""MEM_A039""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A040,RECOMMENDATION,REC_A040,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": 1.2, ""managed_revenue_ratio"": 0.29, ""pending_lead_count"": 0, ""referral_conversion_rate"": 0.12, ""crm_pipeline_value"": 1700000, ""days_since_last_followup"": 10, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": 6.6, ""recommendation_acceptance_rate"": 0.67}, ""prediction_id"": ""PRED_A040"", ""opportunity_id"": ""OPP_A040"", ""memory_id"": ""MEM_A040""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A041,RECOMMENDATION,REC_A041,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": 1.1, ""managed_revenue_ratio"": 0.325, ""pending_lead_count"": 3, ""referral_conversion_rate"": 0.18, ""crm_pipeline_value"": 1735000, ""days_since_last_followup"": 19, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": 8.8, ""recommendation_acceptance_rate"": 0.75}, ""prediction_id"": ""PRED_A041"", ""opportunity_id"": ""OPP_A041"", ""memory_id"": ""MEM_A041""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A042,RECOMMENDATION,REC_A042,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": 1.0, ""managed_revenue_ratio"": 0.36, ""pending_lead_count"": 6, ""referral_conversion_rate"": 0.24, ""crm_pipeline_value"": 1770000, ""days_since_last_followup"": 28, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": 11.0, ""recommendation_acceptance_rate"": 0.35}, ""prediction_id"": ""PRED_A042"", ""opportunity_id"": ""OPP_A042"", ""memory_id"": ""MEM_A042""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A043,RECOMMENDATION,REC_A043,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": 0.9, ""managed_revenue_ratio"": 0.395, ""pending_lead_count"": 1, ""referral_conversion_rate"": 0.3, ""crm_pipeline_value"": 1805000, ""days_since_last_followup"": 37, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": 13.2, ""recommendation_acceptance_rate"": 0.43}, ""prediction_id"": ""PRED_A043"", ""opportunity_id"": ""OPP_A043"", ""memory_id"": ""MEM_A043""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A044,RECOMMENDATION,REC_A044,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": 0.8, ""managed_revenue_ratio"": 0.43, ""pending_lead_count"": 4, ""referral_conversion_rate"": 0.36, ""crm_pipeline_value"": 1840000, ""days_since_last_followup"": 46, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": 15.4, ""recommendation_acceptance_rate"": 0.51}, ""prediction_id"": ""PRED_A044"", ""opportunity_id"": ""OPP_A044"", ""memory_id"": ""MEM_A044""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A045,RECOMMENDATION,REC_A045,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": 0.7, ""managed_revenue_ratio"": 0.465, ""pending_lead_count"": 7, ""referral_conversion_rate"": 0.42, ""crm_pipeline_value"": 1875000, ""days_since_last_followup"": 55, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": -15.4, ""recommendation_acceptance_rate"": 0.59}, ""prediction_id"": ""PRED_A045"", ""opportunity_id"": ""OPP_A045"", ""memory_id"": ""MEM_A045""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A046,RECOMMENDATION,REC_A046,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": 0.6, ""managed_revenue_ratio"": 0.5, ""pending_lead_count"": 2, ""referral_conversion_rate"": 0.48, ""crm_pipeline_value"": 1910000, ""days_since_last_followup"": 64, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": -13.2, ""recommendation_acceptance_rate"": 0.67}, ""prediction_id"": ""PRED_A046"", ""opportunity_id"": ""OPP_A046"", ""memory_id"": ""MEM_A046""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A047,RECOMMENDATION,REC_A047,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": 0.5, ""managed_revenue_ratio"": 0.535, ""pending_lead_count"": 5, ""referral_conversion_rate"": 0.54, ""crm_pipeline_value"": 1945000, ""days_since_last_followup"": 3, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": -11.0, ""recommendation_acceptance_rate"": 0.75}, ""prediction_id"": ""PRED_A047"", ""opportunity_id"": ""OPP_A047"", ""memory_id"": ""MEM_A047""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A048,RECOMMENDATION,REC_A048,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": 0.4, ""managed_revenue_ratio"": 0.15, ""pending_lead_count"": 0, ""referral_conversion_rate"": 0.12, ""crm_pipeline_value"": 1980000, ""days_since_last_followup"": 12, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": -8.8, ""recommendation_acceptance_rate"": 0.35}, ""prediction_id"": ""PRED_A048"", ""opportunity_id"": ""OPP_A048"", ""memory_id"": ""MEM_A048""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A049,RECOMMENDATION,REC_A049,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": 0.3, ""managed_revenue_ratio"": 0.185, ""pending_lead_count"": 3, ""referral_conversion_rate"": 0.18, ""crm_pipeline_value"": 2015000, ""days_since_last_followup"": 21, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": -6.6, ""recommendation_acceptance_rate"": 0.43}, ""prediction_id"": ""PRED_A049"", ""opportunity_id"": ""OPP_A049"", ""memory_id"": ""MEM_A049""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A050,RECOMMENDATION,REC_A050,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": 0.2, ""managed_revenue_ratio"": 0.22, ""pending_lead_count"": 6, ""referral_conversion_rate"": 0.24, ""crm_pipeline_value"": 2050000, ""days_since_last_followup"": 30, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": -4.4, ""recommendation_acceptance_rate"": 0.51}, ""prediction_id"": ""PRED_A050"", ""opportunity_id"": ""OPP_A050"", ""memory_id"": ""MEM_A050""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A051,RECOMMENDATION,REC_A051,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": 0.1, ""managed_revenue_ratio"": 0.255, ""pending_lead_count"": 1, ""referral_conversion_rate"": 0.3, ""crm_pipeline_value"": 2085000, ""days_since_last_followup"": 39, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": -2.2, ""recommendation_acceptance_rate"": 0.59}, ""prediction_id"": ""PRED_A051"", ""opportunity_id"": ""OPP_A051"", ""memory_id"": ""MEM_A051""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A052,RECOMMENDATION,REC_A052,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": 0.0, ""managed_revenue_ratio"": 0.29, ""pending_lead_count"": 4, ""referral_conversion_rate"": 0.36, ""crm_pipeline_value"": 2120000, ""days_since_last_followup"": 48, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": 0.0, ""recommendation_acceptance_rate"": 0.67}, ""prediction_id"": ""PRED_A052"", ""opportunity_id"": ""OPP_A052"", ""memory_id"": ""MEM_A052""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A053,RECOMMENDATION,REC_A053,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": -0.1, ""managed_revenue_ratio"": 0.325, ""pending_lead_count"": 7, ""referral_conversion_rate"": 0.42, ""crm_pipeline_value"": 2155000, ""days_since_last_followup"": 57, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": 2.2, ""recommendation_acceptance_rate"": 0.75}, ""prediction_id"": ""PRED_A053"", ""opportunity_id"": ""OPP_A053"", ""memory_id"": ""MEM_A053""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A054,RECOMMENDATION,REC_A054,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": -0.2, ""managed_revenue_ratio"": 0.36, ""pending_lead_count"": 2, ""referral_conversion_rate"": 0.48, ""crm_pipeline_value"": 2190000, ""days_since_last_followup"": 66, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": 4.4, ""recommendation_acceptance_rate"": 0.35}, ""prediction_id"": ""PRED_A054"", ""opportunity_id"": ""OPP_A054"", ""memory_id"": ""MEM_A054""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A055,RECOMMENDATION,REC_A055,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": -0.3, ""managed_revenue_ratio"": 0.395, ""pending_lead_count"": 5, ""referral_conversion_rate"": 0.54, ""crm_pipeline_value"": 2225000, ""days_since_last_followup"": 5, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": 6.6, ""recommendation_acceptance_rate"": 0.43}, ""prediction_id"": ""PRED_A055"", ""opportunity_id"": ""OPP_A055"", ""memory_id"": ""MEM_A055""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A056,RECOMMENDATION,REC_A056,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": -0.4, ""managed_revenue_ratio"": 0.43, ""pending_lead_count"": 0, ""referral_conversion_rate"": 0.12, ""crm_pipeline_value"": 2260000, ""days_since_last_followup"": 14, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": 8.8, ""recommendation_acceptance_rate"": 0.51}, ""prediction_id"": ""PRED_A056"", ""opportunity_id"": ""OPP_A056"", ""memory_id"": ""MEM_A056""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A057,RECOMMENDATION,REC_A057,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": -0.5, ""managed_revenue_ratio"": 0.465, ""pending_lead_count"": 3, ""referral_conversion_rate"": 0.18, ""crm_pipeline_value"": 2295000, ""days_since_last_followup"": 23, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": 11.0, ""recommendation_acceptance_rate"": 0.59}, ""prediction_id"": ""PRED_A057"", ""opportunity_id"": ""OPP_A057"", ""memory_id"": ""MEM_A057""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A058,RECOMMENDATION,REC_A058,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": -0.6, ""managed_revenue_ratio"": 0.5, ""pending_lead_count"": 6, ""referral_conversion_rate"": 0.24, ""crm_pipeline_value"": 2330000, ""days_since_last_followup"": 32, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": 13.2, ""recommendation_acceptance_rate"": 0.67}, ""prediction_id"": ""PRED_A058"", ""opportunity_id"": ""OPP_A058"", ""memory_id"": ""MEM_A058""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A059,RECOMMENDATION,REC_A059,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": -0.7, ""managed_revenue_ratio"": 0.535, ""pending_lead_count"": 1, ""referral_conversion_rate"": 0.3, ""crm_pipeline_value"": 2365000, ""days_since_last_followup"": 41, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": 15.4, ""recommendation_acceptance_rate"": 0.75}, ""prediction_id"": ""PRED_A059"", ""opportunity_id"": ""OPP_A059"", ""memory_id"": ""MEM_A059""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_A060,RECOMMENDATION,REC_A060,"[""Resolve persona and scope"", ""Retrieve graph facts"", ""Build feature snapshot"", ""Score prediction"", ""Create opportunity"", ""Select playbook"", ""Generate next best action""]","{""features"": {""revenue_growth_3m"": 1.2, ""managed_revenue_ratio"": 0.15, ""pending_lead_count"": 4, ""referral_conversion_rate"": 0.36, ""crm_pipeline_value"": 2400000, ""days_since_last_followup"": 50, ""agp_milestone_attainment_pct"": 100.0, ""peer_gap_pct"": -15.4, ""recommendation_acceptance_rate"": 0.35}, ""prediction_id"": ""PRED_A060"", ""opportunity_id"": ""OPP_A060"", ""memory_id"": ""MEM_A060""}",rules-plus-llm-narrative,v1.0,0.84,2026-07-01
REASON_HH_H0001,RECOMMENDATION,REC_HH_H0001,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0001_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0001"", ""score"": 43, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0002,RECOMMENDATION,REC_HH_H0002,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0002_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0002"", ""score"": 54, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0003,RECOMMENDATION,REC_HH_H0003,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0003_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0003"", ""score"": 65, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0004,RECOMMENDATION,REC_HH_H0004,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0004_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0004"", ""score"": 76, ""severity"": ""URGENT""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0005,RECOMMENDATION,REC_HH_H0005,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0005_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0005"", ""score"": 87, ""severity"": ""CRITICAL""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0006,RECOMMENDATION,REC_HH_H0006,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0006_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0006"", ""score"": 32, ""severity"": ""INFO""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0007,RECOMMENDATION,REC_HH_H0007,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0007_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0007"", ""score"": 43, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
