reasoning_id,artifact_type,artifact_id,reasoning_steps_json,evidence_json,model_name,prompt_version,confidence,created_at
REASON_HH_H0008,RECOMMENDATION,REC_HH_H0008,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0008_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0008"", ""score"": 54, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0009,RECOMMENDATION,REC_HH_H0009,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0009_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0009"", ""score"": 65, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0010,RECOMMENDATION,REC_HH_H0010,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0010_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0010"", ""score"": 76, ""severity"": ""URGENT""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0011,RECOMMENDATION,REC_HH_H0011,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0011_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0011"", ""score"": 87, ""severity"": ""CRITICAL""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0012,RECOMMENDATION,REC_HH_H0012,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0012_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0012"", ""score"": 32, ""severity"": ""INFO""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0013,RECOMMENDATION,REC_HH_H0013,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0013_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0013"", ""score"": 43, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0014,RECOMMENDATION,REC_HH_H0014,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0014_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0014"", ""score"": 54, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0015,RECOMMENDATION,REC_HH_H0015,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0015_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0015"", ""score"": 65, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0016,RECOMMENDATION,REC_HH_H0016,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0016_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0016"", ""score"": 76, ""severity"": ""URGENT""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0017,RECOMMENDATION,REC_HH_H0017,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0017_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0017"", ""score"": 87, ""severity"": ""CRITICAL""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0018,RECOMMENDATION,REC_HH_H0018,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0018_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0018"", ""score"": 32, ""severity"": ""INFO""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0019,RECOMMENDATION,REC_HH_H0019,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0019_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0019"", ""score"": 43, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0020,RECOMMENDATION,REC_HH_H0020,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0020_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0020"", ""score"": 54, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0021,RECOMMENDATION,REC_HH_H0021,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0021_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0021"", ""score"": 65, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0022,RECOMMENDATION,REC_HH_H0022,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0022_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0022"", ""score"": 76, ""severity"": ""URGENT""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0023,RECOMMENDATION,REC_HH_H0023,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0023_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0023"", ""score"": 87, ""severity"": ""CRITICAL""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0024,RECOMMENDATION,REC_HH_H0024,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0024_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0024"", ""score"": 32, ""severity"": ""INFO""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0025,RECOMMENDATION,REC_HH_H0025,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0025_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0025"", ""score"": 43, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0026,RECOMMENDATION,REC_HH_H0026,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0026_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0026"", ""score"": 54, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0027,RECOMMENDATION,REC_HH_H0027,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0027_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0027"", ""score"": 65, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0028,RECOMMENDATION,REC_HH_H0028,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0028_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0028"", ""score"": 76, ""severity"": ""URGENT""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0029,RECOMMENDATION,REC_HH_H0029,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0029_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0029"", ""score"": 87, ""severity"": ""CRITICAL""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_HH_H0030,RECOMMENDATION,REC_HH_H0030,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_HH_H0030_202607"", ""target_type"": ""HOUSEHOLD"", ""target_id"": ""H0030"", ""score"": 32, ""severity"": ""INFO""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00001,RECOMMENDATION,REC_AC_AC00001,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00001_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00001"", ""score"": 43, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00002,RECOMMENDATION,REC_AC_AC00002,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00002_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00002"", ""score"": 54, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00003,RECOMMENDATION,REC_AC_AC00003,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00003_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00003"", ""score"": 65, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00004,RECOMMENDATION,REC_AC_AC00004,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00004_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00004"", ""score"": 76, ""severity"": ""URGENT""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00005,RECOMMENDATION,REC_AC_AC00005,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00005_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00005"", ""score"": 87, ""severity"": ""CRITICAL""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00006,RECOMMENDATION,REC_AC_AC00006,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00006_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00006"", ""score"": 32, ""severity"": ""INFO""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00007,RECOMMENDATION,REC_AC_AC00007,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00007_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00007"", ""score"": 43, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00008,RECOMMENDATION,REC_AC_AC00008,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00008_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00008"", ""score"": 54, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00009,RECOMMENDATION,REC_AC_AC00009,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00009_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00009"", ""score"": 65, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00010,RECOMMENDATION,REC_AC_AC00010,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00010_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00010"", ""score"": 76, ""severity"": ""URGENT""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00011,RECOMMENDATION,REC_AC_AC00011,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00011_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00011"", ""score"": 87, ""severity"": ""CRITICAL""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00012,RECOMMENDATION,REC_AC_AC00012,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00012_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00012"", ""score"": 32, ""severity"": ""INFO""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00013,RECOMMENDATION,REC_AC_AC00013,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00013_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00013"", ""score"": 43, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00014,RECOMMENDATION,REC_AC_AC00014,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00014_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00014"", ""score"": 54, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00015,RECOMMENDATION,REC_AC_AC00015,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00015_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00015"", ""score"": 65, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00016,RECOMMENDATION,REC_AC_AC00016,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00016_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00016"", ""score"": 76, ""severity"": ""URGENT""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00017,RECOMMENDATION,REC_AC_AC00017,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00017_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00017"", ""score"": 87, ""severity"": ""CRITICAL""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00018,RECOMMENDATION,REC_AC_AC00018,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00018_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00018"", ""score"": 32, ""severity"": ""INFO""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00019,RECOMMENDATION,REC_AC_AC00019,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00019_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00019"", ""score"": 43, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00020,RECOMMENDATION,REC_AC_AC00020,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00020_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00020"", ""score"": 54, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00021,RECOMMENDATION,REC_AC_AC00021,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00021_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00021"", ""score"": 65, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00022,RECOMMENDATION,REC_AC_AC00022,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00022_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00022"", ""score"": 76, ""severity"": ""URGENT""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00023,RECOMMENDATION,REC_AC_AC00023,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00023_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00023"", ""score"": 87, ""severity"": ""CRITICAL""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00024,RECOMMENDATION,REC_AC_AC00024,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00024_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00024"", ""score"": 32, ""severity"": ""INFO""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00025,RECOMMENDATION,REC_AC_AC00025,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00025_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00025"", ""score"": 43, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00026,RECOMMENDATION,REC_AC_AC00026,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00026_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00026"", ""score"": 54, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00027,RECOMMENDATION,REC_AC_AC00027,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00027_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00027"", ""score"": 65, ""severity"": ""ATTENTION""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00028,RECOMMENDATION,REC_AC_AC00028,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00028_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00028"", ""score"": 76, ""severity"": ""URGENT""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00029,RECOMMENDATION,REC_AC_AC00029,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00029_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00029"", ""score"": 87, ""severity"": ""CRITICAL""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
REASON_AC_AC00030,RECOMMENDATION,REC_AC_AC00030,"[""Resolve persona and scope"", ""Retrieve target subgraph"", ""Read feature snapshot"", ""Score prediction and opportunity"", ""Validate eligibility"", ""Generate action""]","{""feature_snapshot_id"": ""FS_AC_AC00030_202607"", ""target_type"": ""ACCOUNT"", ""target_id"": ""AC00030"", ""score"": 32, ""severity"": ""INFO""}",rules-plus-llm-narrative,v1.1,0.84,2026-07-01
